Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_298,1,-0.21,0.6164,5.796
candidate_298,2,-0.35,0.6052,5.506
candidate_298,3,4.22,0.5717,5.536
candidate_298,4,0.47,0.5681,5.354
candidate_298,5,4.12,0.5191,4.979
candidate_298,6,4.91,0.5131,5.842
candidate_298,7,19.38,0.5109,5.228
candidate_298,8,12.56,0.5017,5.298
candidate_298,9,6.47,0.501,4.867
candidate_299,1,-7.56,0.9764,7.16
candidate_299,2,-7.46,0.8586,6.793
candidate_299,3,-6.97,0.7541,6.64
candidate_299,4,-1.28,0.7407,5.777
candidate_299,5,13.78,0.6456,5.239
candidate_299,6,5.61,0.5878,5.507
candidate_299,7,17.16,0.5848,5.911
candidate_299,8,0.7,0.5777,5.848
candidate_299,9,18.35,0.5744,5.952
candidate_3,1,6.84,0.5612,5.893
candidate_3,2,14.14,0.5056,5.538
candidate_3,3,23.69,0.4932,5.349
candidate_3,4,6.66,0.4054,5.103
candidate_3,5,21.1,0.4012,5.399
candidate_3,6,2.89,0.3925,5.343
candidate_3,7,2.58,0.383,5.238
candidate_3,8,14.35,0.3446,5.35
candidate_3,9,21.62,0.3325,5.003
candidate_30,1,-7.29,0.9421,7.184
candidate_30,2,14.83,0.5238,5.254
candidate_30,3,6.89,0.5117,5.581
candidate_30,4,4.18,0.3864,5.201
candidate_30,5,22.21,0.3823,5.18
candidate_30,6,10.52,0.3229,5.038
candidate_30,7,7.67,0.2971,5.032
candidate_30,8,11.97,0.2931,5.083
candidate_30,9,22.17,0.2893,4.512
candidate_300,1,6.88,0.5979,5.446
candidate_300,2,11.73,0.5619,5.792
candidate_300,3,20.45,0.5588,6.372
candidate_300,4,1.17,0.5485,5.012
candidate_300,5,2.44,0.547,5.436
candidate_300,6,13.32,0.5424,5.053
candidate_300,7,-0.84,0.542,5.546
candidate_300,8,19.1,0.5357,5.131
candidate_300,9,0.97,0.5193,5.166
candidate_301,1,7.69,0.6165,5.51
candidate_301,2,2.47,0.5581,5.285
candidate_301,3,1.02,0.5511,5.754
candidate_301,4,4.12,0.5314,5.381
candidate_301,5,5.11,0.5219,5.689
candidate_301,6,11.35,0.5101,4.809
candidate_301,7,15.43,0.4944,4.951
candidate_301,8,19.2,0.4923,5.171
candidate_301,9,6.07,0.4794,4.763
candidate_302,1,-2.48,0.6571,5.617
candidate_302,2,11.71,0.5112,6.013
candidate_302,3,23.47,0.5081,6.412
candidate_302,4,14.12,0.489,5.522
candidate_302,5,2.5,0.4707,5.638
candidate_302,6,5.58,0.4607,5.665
candidate_302,7,18.03,0.4509,5.58
candidate_302,8,14.91,0.4228,5.553
candidate_302,9,10.95,0.4221,5.286
candidate_303,1,19.2,0.5863,5.809
candidate_303,2,5.42,0.5661,5.06
candidate_303,3,10.67,0.5595,4.387
candidate_303,4,7.96,0.5517,5.461
candidate_303,5,15.57,0.491,4.703
candidate_303,6,2.33,0.4371,5.434
candidate_303,7,7.09,0.4244,5.096
candidate_303,8,-1.3,0.4027,5.558
candidate_303,9,14.83,0.3688,5.323
candidate_304,1,19.02,0.5517,6.721
candidate_304,2,13.91,0.4669,6.583
candidate_304,3,7.45,0.4665,6.126
candidate_304,4,0.57,0.4517,6.306
candidate_304,5,-0.47,0.4468,6.444
candidate_304,6,-1.96,0.3983,5.404
candidate_304,7,25.51,0.3839,5.007
candidate_304,8,16.31,0.3307,5.806
candidate_304,9,12.44,0.3278,5.748
candidate_305,1,9.48,0.8248,5.386
candidate_305,2,-1.52,0.8145,5.763
candidate_305,3,-1.28,0.8029,5.327
candidate_305,4,-1.96,0.7632,5.307
candidate_305,5,3.01,0.5908,5.747
candidate_305,6,7.5,0.5213,5.607
candidate_305,7,4.88,0.5123,5.552
candidate_305,8,1.24,0.4952,6.092
candidate_305,9,25.27,0.4907,6.028
candidate_306,1,2.65,0.6165,6.106
candidate_306,2,-3.26,0.6075,5.489
candidate_306,3,17.1,0.5981,5.18
candidate_306,4,7.76,0.5944,5.977
candidate_306,5,12.25,0.5904,5.215
candidate_306,6,10.25,0.5868,6.0
candidate_306,7,1.21,0.5855,5.861
candidate_306,8,13.78,0.5816,6.121
candidate_306,9,8.81,0.5763,6.235
candidate_307,1,73.54,0.5139,6.401
candidate_307,2,12.43,0.3783,5.447
candidate_307,3,37.91,0.3692,5.857
candidate_307,4,2.4,0.3504,6.771
candidate_307,5,-6.72,0.3244,6.806
candidate_307,6,28.19,0.2762,5.794
candidate_307,7,-7.42,0.2296,6.915
candidate_307,8,9.59,0.2207,5.757
candidate_307,9,-8.15,0.1856,6.145
candidate_308,1,31.79,0.7478,6.324
candidate_308,2,9.3,0.7478,6.426
candidate_308,3,18.25,0.7461,6.37
candidate_308,4,11.33,0.7135,6.093
candidate_308,5,15.15,0.6717,5.447
candidate_308,6,2.2,0.6647,5.334
candidate_308,7,9.1,0.6234,5.332
candidate_308,8,5.34,0.5939,5.545
candidate_308,9,7.92,0.5936,5.402
candidate_309,1,11.17,0.5489,6.187
candidate_309,2,24.02,0.3687,5.696
candidate_309,3,8.06,0.3492,4.694
candidate_309,4,23.51,0.3274,5.617
candidate_309,5,2.13,0.3033,5.039
candidate_309,6,16.7,0.2849,4.802
candidate_309,7,0.63,0.2545,5.963
candidate_309,8,20.5,0.2415,4.686
candidate_309,9,14.57,0.1947,4.829
candidate_31,1,1.81,0.5717,6.043
candidate_31,2,13.23,0.5531,7.045
candidate_31,3,0.62,0.5451,6.297
candidate_31,4,11.57,0.462,5.735
candidate_31,5,7.97,0.3305,6.557
candidate_31,6,4.08,0.3127,5.869
candidate_31,7,9.98,0.3118,5.485
candidate_31,8,5.95,0.309,5.339
candidate_31,9,10.31,0.2955,5.437
candidate_310,1,-7.81,0.7214,6.875
candidate_310,2,-7.96,0.6725,6.472
candidate_310,3,-7.94,0.6609,6.39
candidate_310,4,-8.13,0.6563,6.367
candidate_310,5,2.95,0.6507,5.656
candidate_310,6,3.77,0.6369,6.169
candidate_310,7,6.26,0.627,5.825
candidate_310,8,-8.7,0.6159,6.66
candidate_310,9,-8.04,0.607,6.393
candidate_311,1,3.63,0.5842,5.495
candidate_311,2,15.18,0.5538,5.699
candidate_311,3,14.41,0.5497,5.07
candidate_311,4,0.37,0.5373,5.753
candidate_311,5,3.01,0.4656,5.621
candidate_311,6,14.0,0.4651,5.181
candidate_311,7,-2.36,0.4633,5.643
candidate_311,8,0.08,0.4567,5.474
candidate_311,9,8.86,0.4072,5.356
candidate_312,1,-1.07,0.7645,4.993
candidate_312,2,-1.36,0.7514,5.197
candidate_312,3,-1.85,0.7386,5.248
candidate_312,4,-2.06,0.716,5.05
candidate_312,5,45.88,0.603,5.557
candidate_312,6,7.05,0.5953,5.288
candidate_312,7,2.62,0.5726,5.405
candidate_312,8,11.34,0.5649,5.272
candidate_312,9,1.89,0.5312,5.574
candidate_313,1,8.57,0.6696,6.461
candidate_313,2,5.06,0.6437,6.193
candidate_313,3,5.29,0.6176,5.896
candidate_313,4,23.71,0.5911,5.598
candidate_313,5,29.23,0.5906,6.448
candidate_313,6,2.48,0.579,6.294
candidate_313,7,9.8,0.5609,5.56
candidate_313,8,19.72,0.5544,5.134
candidate_313,9,17.62,0.5376,5.264
candidate_314,1,20.22,0.6512,7.311
candidate_314,2,4.41,0.6437,6.383
candidate_314,3,7.16,0.5896,6.345
candidate_314,4,12.62,0.5466,6.142
candidate_314,5,46.87,0.5191,6.996
candidate_314,6,38.35,0.4703,7.207
candidate_314,7,2.09,0.452,5.842
candidate_314,8,16.63,0.4475,5.551
candidate_314,9,2.6,0.4329,5.852
candidate_315,1,5.91,0.737,6.664
candidate_315,2,5.73,0.6985,6.006
candidate_315,3,9.05,0.6787,6.752
candidate_315,4,-3.56,0.6756,5.88
candidate_315,5,-1.34,0.6572,5.969
candidate_315,6,3.21,0.6469,5.512
candidate_315,7,7.54,0.6418,5.057
candidate_315,8,2.72,0.6374,6.052
candidate_315,9,6.01,0.6331,5.229
candidate_316,1,10.56,0.4931,5.831
candidate_316,2,12.37,0.4899,6.283
candidate_316,3,2.31,0.4496,5.934
candidate_316,4,13.62,0.4167,5.56
candidate_316,5,21.12,0.4103,6.254
candidate_316,6,4.19,0.3862,5.846
candidate_316,7,20.37,0.3779,5.135
candidate_316,8,6.43,0.3629,5.464
candidate_316,9,10.33,0.3416,5.559
candidate_317,1,24.93,0.3568,5.137
candidate_317,2,49.44,0.2744,6.163
candidate_317,3,17.82,0.2432,4.442
candidate_317,4,22.66,0.1863,4.675
candidate_317,5,16.76,0.1681,4.467
candidate_317,6,-2.01,0.1667,4.351
candidate_317,7,4.97,0.1504,5.193
candidate_317,8,-0.58,0.126,4.741
candidate_317,9,9.47,0.1232,4.845
candidate_318,1,18.4,0.7444,7.109
candidate_318,2,66.01,0.7395,6.515
candidate_318,3,16.54,0.5157,5.604
candidate_318,4,77.19,0.4718,6.475
candidate_318,5,16.82,0.4365,5.917
candidate_318,6,12.28,0.4296,6.019
candidate_318,7,110.82,0.4178,5.632
candidate_318,8,79.58,0.4038,6.248
candidate_318,9,70.63,0.3414,5.641
candidate_319,1,24.23,0.6922,6.708
candidate_319,2,21.23,0.5678,5.622
candidate_319,3,12.8,0.4879,5.113
candidate_319,4,14.08,0.4734,5.133
candidate_319,5,8.16,0.4417,5.287
candidate_319,6,3.22,0.4343,5.47
candidate_319,7,6.72,0.4204,5.068
candidate_319,8,15.74,0.385,5.176
candidate_319,9,4.74,0.379,5.079
candidate_32,1,4.67,0.6117,5.762
candidate_32,2,2.98,0.5867,5.366
candidate_32,3,2.64,0.5736,5.088
candidate_32,4,-2.01,0.5408,5.778
candidate_32,5,14.72,0.5292,4.801
candidate_32,6,12.09,0.5129,4.993
candidate_32,7,11.57,0.4987,5.363
candidate_32,8,5.67,0.4892,4.961
candidate_32,9,10.38,0.4769,4.974
candidate_320,1,-0.63,0.6563,5.349
candidate_320,2,6.83,0.627,5.84
candidate_320,3,3.93,0.6261,5.809
candidate_320,4,0.15,0.6246,5.903
candidate_320,5,3.07,0.6208,5.329
candidate_320,6,8.31,0.6161,5.492
candidate_320,7,3.88,0.6074,5.673
candidate_320,8,11.77,0.6049,5.884
candidate_320,9,23.77,0.5934,5.357
candidate_321,1,25.33,0.5248,6.474
candidate_321,2,9.98,0.5224,5.748
candidate_321,3,9.25,0.51,5.588
candidate_321,4,23.95,0.5081,5.532
candidate_321,5,17.13,0.4845,5.721
candidate_321,6,3.52,0.4825,6.079
candidate_321,7,10.98,0.4577,4.796
candidate_321,8,3.88,0.3932,5.601
candidate_321,9,32.94,0.3765,5.483
candidate_322,1,8.65,0.5992,5.381
candidate_322,2,10.79,0.5712,4.722
candidate_322,3,20.64,0.5641,4.92
candidate_322,4,16.57,0.5249,5.143
candidate_322,5,18.11,0.5232,5.218
candidate_322,6,12.46,0.488,4.536
candidate_322,7,-6.55,0.4858,5.954
candidate_322,8,-1.37,0.4504,5.296
candidate_322,9,5.39,0.4231,5.349
candidate_323,1,-6.45,0.7993,7.375
candidate_323,2,3.38,0.5435,5.694
candidate_323,3,10.43,0.5288,6.457
candidate_323,4,7.39,0.4676,5.433
candidate_323,5,-6.8,0.4586,6.244
candidate_323,6,-1.68,0.3865,4.796
candidate_323,7,21.64,0.3643,5.33
candidate_323,8,13.86,0.3558,5.611
candidate_323,9,8.32,0.3494,5.497
candidate_324,1,8.19,0.4901,4.895
candidate_324,2,9.16,0.4896,5.933
candidate_324,3,15.54,0.4843,4.764
candidate_324,4,14.1,0.4717,5.137
candidate_324,5,9.57,0.4609,5.15
candidate_324,6,3.76,0.3791,5.019
candidate_324,7,-6.64,0.3665,6.584
candidate_324,8,-6.84,0.3485,6.46
candidate_324,9,-6.81,0.343,5.51
candidate_325,1,6.11,0.6014,5.014
candidate_325,2,15.06,0.5732,4.651
candidate_325,3,17.63,0.5564,4.861
candidate_325,4,8.06,0.5395,4.949
candidate_325,5,2.09,0.5353,5.757
candidate_325,6,7.75,0.5268,5.063
candidate_325,7,18.22,0.5157,5.363
candidate_325,8,10.16,0.5115,5.141
candidate_325,9,20.52,0.5114,5.322
candidate_326,1,18.07,0.685,7.056
candidate_326,2,7.04,0.5524,5.74
candidate_326,3,13.7,0.5451,5.803
candidate_326,4,21.48,0.5383,5.651
candidate_326,5,4.36,0.5354,5.856
candidate_326,6,15.4,0.5348,5.296
candidate_326,7,8.48,0.5331,5.986
candidate_326,8,18.15,0.494,5.935
candidate_326,9,14.72,0.4822,5.758
candidate_327,1,75.39,0.4952,5.998
candidate_327,2,15.99,0.4455,5.75
candidate_327,3,5.4,0.4441,5.198
candidate_327,4,13.69,0.424,5.624
candidate_327,5,5.72,0.417,5.343
candidate_327,6,19.72,0.4027,5.426
candidate_327,7,0.21,0.3755,5.55
candidate_327,8,0.39,0.3659,4.911
candidate_327,9,15.57,0.3466,4.805
candidate_328,1,-1.23,0.8126,5.845
candidate_328,2,-0.11,0.6086,5.649
candidate_328,3,23.61,0.5357,6.461
candidate_328,4,-1.57,0.504,5.652
candidate_328,5,11.57,0.4855,5.838
candidate_328,6,19.09,0.3625,5.43
candidate_328,7,14.87,0.3346,5.539
candidate_328,8,2.6,0.2968,5.739
candidate_328,9,-5.49,0.2915,6.443
candidate_329,1,-0.97,0.5713,5.845
candidate_329,2,-1.47,0.3146,4.671
candidate_329,3,29.97,0.2524,5.333
candidate_329,4,18.64,0.1469,4.592
candidate_329,5,-2.37,0.0914,4.193
candidate_329,6,4.87,0.0907,4.54
candidate_329,7,22.76,0.0905,4.423
candidate_329,8,38.37,0.0903,4.341
candidate_329,9,0.87,0.0782,4.467
candidate_33,1,-7.45,0.8664,7.266
candidate_33,2,-7.09,0.5428,6.909
candidate_33,3,8.17,0.4751,5.504
candidate_33,4,20.31,0.3537,5.095
candidate_33,5,13.86,0.3448,5.397
candidate_33,6,83.29,0.3395,5.782
candidate_33,7,32.63,0.3349,5.439
candidate_33,8,6.42,0.3244,5.463
candidate_33,9,-7.63,0.3027,5.567
candidate_330,1,-7.44,0.8342,7.546
candidate_330,2,-6.9,0.4563,6.873
candidate_330,3,18.19,0.3789,5.412
candidate_330,4,23.64,0.3555,5.036
candidate_330,5,19.96,0.328,5.124
candidate_330,6,17.23,0.2798,5.194
candidate_330,7,-9.01,0.263,6.038
candidate_330,8,13.28,0.2464,5.355
candidate_330,9,22.51,0.2453,5.73
candidate_331,1,28.53,0.8086,6.949
candidate_331,2,10.18,0.6231,5.782
candidate_331,3,12.54,0.6031,5.911
candidate_331,4,25.68,0.598,5.595
candidate_331,5,5.26,0.5699,6.86
candidate_331,6,9.86,0.5408,5.861
candidate_331,7,7.13,0.535,5.834
candidate_331,8,13.5,0.5144,4.901
candidate_331,9,5.33,0.5108,5.892
candidate_332,1,29.57,0.7194,6.312
candidate_332,2,13.57,0.4499,5.098
candidate_332,3,-7.1,0.4374,6.708
candidate_332,4,30.72,0.3838,6.254
candidate_332,5,-5.25,0.3113,6.55
candidate_332,6,32.38,0.2755,5.85
candidate_332,7,180.21,0.2674,5.084
candidate_332,8,21.08,0.23,4.869
candidate_332,9,14.05,0.2199,4.342
candidate_333,1,-7.73,0.728,6.968
candidate_333,2,25.75,0.6121,6.448
candidate_333,3,31.55,0.5352,6.269
candidate_333,4,25.65,0.4395,5.421
candidate_333,5,13.82,0.3875,5.686
candidate_333,6,22.76,0.3857,6.074
candidate_333,7,-2.03,0.3458,5.43
candidate_333,8,25.0,0.3089,5.865
candidate_333,9,6.47,0.2918,5.3
candidate_334,1,-0.45,0.6704,4.176
candidate_334,2,-2.06,0.6198,4.942
candidate_334,3,11.43,0.6147,5.406
candidate_334,4,-7.24,0.5852,7.026
candidate_334,5,5.29,0.5791,6.327
candidate_334,6,14.51,0.5601,5.415
candidate_334,7,0.58,0.5474,5.55
candidate_334,8,8.74,0.5217,5.173
candidate_334,9,3.05,0.5129,5.343
candidate_335,1,-8.51,0.586,6.919
candidate_335,2,5.96,0.5135,5.071
candidate_335,3,18.78,0.4954,4.894
candidate_335,4,5.02,0.4576,5.329
candidate_335,5,15.13,0.4417,4.884
candidate_335,6,5.94,0.3796,5.396
candidate_335,7,17.56,0.3668,4.897
candidate_335,8,14.3,0.3571,4.429
candidate_335,9,2.82,0.3545,5.151
candidate_336,1,16.31,0.5772,5.606
candidate_336,2,22.04,0.5587,4.956
candidate_336,3,29.34,0.5396,5.769
candidate_336,4,6.25,0.5358,5.18
candidate_336,5,3.23,0.5324,5.346
candidate_336,6,4.03,0.4976,4.735
candidate_336,7,-7.39,0.4454,5.666
candidate_336,8,3.97,0.4229,5.071
candidate_336,9,7.02,0.3875,5.123
candidate_337,1,19.17,0.5726,5.669
candidate_337,2,8.71,0.5555,5.703
candidate_337,3,16.17,0.5416,5.321
candidate_337,4,-7.38,0.5403,6.511
candidate_337,5,4.31,0.52,6.017
candidate_337,6,7.09,0.4983,5.074
candidate_337,7,6.85,0.4893,6.029
candidate_337,8,3.88,0.4404,5.552
candidate_337,9,-1.79,0.4338,5.075
candidate_338,1,3.47,0.6287,5.666
candidate_338,2,8.71,0.6225,5.845
candidate_338,3,-1.42,0.6114,6.035
candidate_338,4,10.67,0.6064,5.758
candidate_338,5,21.73,0.5914,6.085
candidate_338,6,16.5,0.5812,6.102
candidate_338,7,33.76,0.5753,6.481
candidate_338,8,6.42,0.5744,5.05
candidate_338,9,4.74,0.5427,5.415
candidate_339,1,-7.16,0.7181,6.714
candidate_339,2,6.55,0.5416,5.731
candidate_339,3,25.52,0.4692,4.886
candidate_339,4,-6.65,0.4585,6.507
candidate_339,5,10.21,0.4353,5.32
candidate_339,6,9.4,0.4242,5.451
candidate_339,7,3.74,0.3227,4.732
candidate_339,8,-7.86,0.3121,6.335
candidate_339,9,5.47,0.3096,5.025
candidate_34,1,18.14,0.4668,6.398
candidate_34,2,18.07,0.431,6.041
candidate_34,3,9.43,0.4001,5.261
candidate_34,4,29.39,0.2935,5.923
candidate_34,5,-6.67,0.2811,6.712
candidate_34,6,-8.31,0.273,6.713
candidate_34,7,-6.99,0.2726,6.643
candidate_34,8,8.81,0.2431,5.397
candidate_34,9,30.82,0.2244,5.989
candidate_340,1,-6.05,0.4421,6.452
candidate_340,2,19.3,0.43,5.68
candidate_340,3,30.88,0.4057,5.882
candidate_340,4,-2.35,0.3485,5.68
candidate_340,5,10.95,0.3162,5.448
candidate_340,6,9.45,0.2722,5.011
candidate_340,7,5.18,0.2442,4.827
candidate_340,8,16.78,0.2425,4.83
candidate_340,9,14.79,0.2396,4.95
candidate_341,1,12.29,0.4181,5.066
candidate_341,2,17.84,0.3592,5.649
candidate_341,3,5.0,0.3579,5.368
candidate_341,4,13.38,0.2616,4.563
candidate_341,5,11.03,0.2571,5.083
candidate_341,6,31.19,0.2144,5.808
candidate_341,7,9.17,0.214,4.922
candidate_341,8,12.65,0.2135,5.369
candidate_341,9,13.63,0.2133,5.187
candidate_342,1,15.52,0.6304,6.018
candidate_342,2,-7.42,0.518,6.352
candidate_342,3,-6.75,0.5086,6.497
candidate_342,4,-8.26,0.5007,6.126
candidate_342,5,17.16,0.43,4.609
candidate_342,6,12.06,0.4214,4.621
candidate_342,7,-7.24,0.4024,5.988
candidate_342,8,-7.87,0.3725,5.229
candidate_342,9,12.31,0.3514,4.989
candidate_343,1,1.53,0.6023,4.944
candidate_343,2,13.38,0.5947,5.117
candidate_343,3,-0.43,0.5912,4.965
candidate_343,4,-3.19,0.5654,6.165
candidate_343,5,6.05,0.5634,6.012
candidate_343,6,1.23,0.5547,6.449
candidate_343,7,13.74,0.5498,5.409
candidate_343,8,8.15,0.5477,5.866
candidate_343,9,7.8,0.5239,5.938
candidate_344,1,-6.63,0.7858,7.027
candidate_344,2,2.65,0.5858,5.713
candidate_344,3,16.08,0.4676,5.179
candidate_344,4,4.09,0.4162,5.492
candidate_344,5,8.7,0.3827,5.226
candidate_344,6,14.68,0.3654,4.78
candidate_344,7,15.56,0.3506,5.254
candidate_344,8,21.81,0.3148,5.262
candidate_344,9,7.29,0.3037,4.985
candidate_345,1,-7.48,0.9176,7.572
candidate_345,2,-7.36,0.5963,7.15
candidate_345,3,6.19,0.5774,6.386
candidate_345,4,36.86,0.5731,6.605
candidate_345,5,75.5,0.5519,6.665
candidate_345,6,17.5,0.5279,5.567
candidate_345,7,24.42,0.4796,6.385
candidate_345,8,-3.08,0.4633,5.524
candidate_345,9,2.59,0.458,6.121
candidate_346,1,12.29,0.5239,5.653
candidate_346,2,10.14,0.4842,5.218
candidate_346,3,5.59,0.4735,5.477
candidate_346,4,12.6,0.4563,5.231
candidate_346,5,12.29,0.4547,5.069
candidate_346,6,10.75,0.4537,5.475
candidate_346,7,51.97,0.444,5.914
candidate_346,8,-4.77,0.4381,5.357
candidate_346,9,13.56,0.4204,5.487
candidate_347,1,5.62,0.5799,5.257
candidate_347,2,12.59,0.5643,5.203
candidate_347,3,9.57,0.5591,5.836
candidate_347,4,4.7,0.492,5.818
candidate_347,5,2.66,0.4592,5.632
candidate_347,6,3.43,0.444,5.501
candidate_347,7,3.31,0.4255,5.165
candidate_347,8,9.08,0.4151,5.189
candidate_347,9,10.37,0.4074,5.296
candidate_348,1,14.18,0.5759,5.472
candidate_348,2,0.32,0.5748,5.1
candidate_348,3,4.99,0.5731,5.613
candidate_348,4,5.42,0.5623,5.706
candidate_348,5,7.57,0.5535,5.404
candidate_348,6,0.21,0.5342,5.291
candidate_348,7,3.19,0.5293,4.998
candidate_348,8,4.07,0.5256,4.958
candidate_348,9,2.78,0.525,5.219
candidate_349,1,-6.97,0.8578,6.322
candidate_349,2,-6.47,0.8531,6.345
candidate_349,3,-6.61,0.7843,6.201
candidate_349,4,8.88,0.766,5.746
candidate_349,5,-6.76,0.7228,5.947
candidate_349,6,-4.73,0.6739,5.793
candidate_349,7,-0.56,0.5732,5.98
candidate_349,8,8.48,0.5632,5.531
candidate_349,9,25.16,0.5287,5.539
candidate_35,1,59.06,0.6879,6.997
candidate_35,2,-2.02,0.6403,5.315
candidate_35,3,2.76,0.5257,6.172
candidate_35,4,20.21,0.5247,7.01
candidate_35,5,3.05,0.5169,6.313
candidate_35,6,2.74,0.4673,5.867
candidate_35,7,11.4,0.4639,5.77
candidate_35,8,13.74,0.4507,5.237
candidate_35,9,21.51,0.4092,5.61
candidate_350,1,-6.92,0.6652,6.563
candidate_350,2,-7.11,0.5735,6.508
candidate_350,3,-7.09,0.4202,6.288
candidate_350,4,14.12,0.4063,5.182
candidate_350,5,30.49,0.2344,5.802
candidate_350,6,23.19,0.218,5.373
candidate_350,7,-7.38,0.1946,5.717
candidate_350,8,-7.42,0.1763,5.605
candidate_350,9,14.38,0.1581,5.518
candidate_351,1,10.19,0.4205,5.171
candidate_351,2,12.26,0.3466,5.083
candidate_351,3,10.62,0.3263,4.865
candidate_351,4,-6.82,0.3134,5.152
candidate_351,5,2.93,0.2927,5.333
candidate_351,6,33.27,0.2519,4.554
candidate_351,7,19.36,0.2355,4.58
candidate_351,8,15.37,0.2307,4.701
candidate_351,9,5.53,0.217,5.146
candidate_352,1,-1.21,0.7304,4.888
candidate_352,2,23.23,0.6426,6.153
candidate_352,3,4.97,0.4994,4.915
candidate_352,4,14.82,0.4605,5.452
candidate_352,5,16.94,0.4347,5.222
candidate_352,6,6.13,0.3909,5.3
candidate_352,7,5.8,0.3352,5.055
candidate_352,8,4.0,0.3288,5.345
candidate_352,9,1.18,0.3276,5.745
candidate_353,1,-7.0,0.8865,6.986
candidate_353,2,-4.57,0.7814,6.601
candidate_353,3,4.0,0.6763,6.301
candidate_353,4,8.14,0.6394,6.346
candidate_353,5,15.48,0.5418,5.681
candidate_353,6,9.69,0.4831,4.926
candidate_353,7,9.6,0.4733,5.149
candidate_353,8,12.91,0.4108,5.106
candidate_353,9,4.32,0.4025,5.545
candidate_354,1,1.45,0.5126,5.954
candidate_354,2,7.86,0.485,5.182
candidate_354,3,4.65,0.454,5.551
candidate_354,4,4.07,0.4411,5.173
candidate_354,5,12.16,0.4148,5.266
candidate_354,6,0.96,0.4108,5.32
candidate_354,7,10.55,0.4019,5.582
candidate_354,8,8.71,0.3594,5.31
candidate_354,9,15.89,0.3509,6.306
candidate_355,1,-1.25,0.7662,4.672
candidate_355,2,34.54,0.6995,6.522
candidate_355,3,-7.8,0.5984,6.622
candidate_355,4,-7.81,0.5415,6.609
candidate_355,5,17.39,0.493,5.955
candidate_355,6,10.94,0.4877,5.566
candidate_355,7,-8.91,0.4746,6.511
candidate_355,8,15.77,0.436,5.456
candidate_355,9,23.98,0.3863,6.222
candidate_356,1,18.95,0.6525,5.947
candidate_356,2,24.23,0.6255,5.876
candidate_356,3,0.43,0.587,5.688
candidate_356,4,16.57,0.5866,5.754
candidate_356,5,-2.79,0.5709,5.694
candidate_356,6,7.89,0.5693,5.313
candidate_356,7,13.3,0.5654,5.628
candidate_356,8,-1.42,0.5627,5.659
candidate_356,9,10.78,0.5471,5.513
candidate_357,1,-7.81,0.9782,7.353
candidate_357,2,-7.38,0.7752,6.936
candidate_357,3,-0.66,0.7568,4.481
candidate_357,4,-7.06,0.7159,6.9
candidate_357,5,13.94,0.5268,5.319
candidate_357,6,3.04,0.4929,5.555
candidate_357,7,0.53,0.4675,5.599
candidate_357,8,-6.99,0.4659,6.309
candidate_357,9,1.65,0.4434,5.206
candidate_358,1,-7.65,0.9046,7.003
candidate_358,2,20.38,0.7785,6.264
candidate_358,3,18.9,0.4807,5.941
candidate_358,4,54.71,0.4349,5.844
candidate_358,5,-0.65,0.3461,4.669
candidate_358,6,19.35,0.3365,5.817
candidate_358,7,7.97,0.3328,4.992
candidate_358,8,-1.25,0.2872,5.292
candidate_358,9,14.41,0.2845,5.148
candidate_359,1,-6.7,0.9211,7.827
candidate_359,2,10.48,0.5594,5.945
candidate_359,3,4.42,0.4854,5.787
candidate_359,4,6.22,0.4491,5.808
candidate_359,5,3.04,0.4046,5.696
candidate_359,6,4.81,0.3936,6.377
candidate_359,7,5.92,0.3935,5.339
candidate_359,8,17.65,0.3761,5.722
candidate_359,9,0.55,0.3637,5.751
candidate_36,1,14.41,0.5032,5.854
candidate_36,2,15.98,0.434,5.052
candidate_36,3,20.96,0.3986,6.222
candidate_36,4,3.61,0.3461,5.91
candidate_36,5,7.01,0.2718,5.052
candidate_36,6,-5.7,0.2557,6.022
candidate_36,7,-6.92,0.2536,6.463
candidate_36,8,2.96,0.2162,6.11
candidate_36,9,11.93,0.1873,5.118
candidate_360,1,-7.0,0.6733,6.743
candidate_360,2,-8.22,0.5971,6.02
candidate_360,3,12.81,0.5782,5.421
candidate_360,4,6.84,0.503,5.683
candidate_360,5,5.04,0.5016,5.366
candidate_360,6,5.6,0.4883,5.43
candidate_360,7,15.88,0.4266,4.856
candidate_360,8,-5.8,0.392,5.974
candidate_360,9,2.62,0.3816,5.374
candidate_361,1,-8.32,0.7834,6.931
candidate_361,2,-7.93,0.7667,7.312
candidate_361,3,-5.67,0.6913,6.627
candidate_361,4,2.8,0.6678,5.941
candidate_361,5,-5.47,0.6549,6.823
candidate_361,6,6.31,0.6521,7.028
candidate_361,7,0.89,0.6435,6.435
candidate_361,8,5.98,0.6319,6.432
candidate_361,9,-2.07,0.6129,6.252
candidate_362,1,47.07,0.53,6.012
candidate_362,2,39.75,0.4938,6.397
candidate_362,3,17.71,0.4786,5.3
candidate_362,4,17.31,0.3998,5.043
candidate_362,5,3.84,0.3963,5.467
candidate_362,6,10.95,0.3959,5.35
candidate_362,7,7.06,0.381,5.385
candidate_362,8,10.31,0.2474,5.375
candidate_362,9,3.34,0.2288,5.508
candidate_363,1,12.88,0.819,6.753
candidate_363,2,14.95,0.7995,6.256
candidate_363,3,14.53,0.7305,5.601
candidate_363,4,16.0,0.7163,6.573
